AY/A,Ast,Att,Att.1,Cmp,Cmp%,Comb,Ctch%,Date,Def%,DefSnp,FF,FL,FR,FRTD,Fmb,GS,Gcar,Gtm,Int,Off%,OffSnp,Opp,QBHits,Rate,Rec,Result,Rk,ST%,STSnp,Sfty,Sk,Sk.1,Solo,TD,TD.1,TD.2,TFL,Team,Tgt,Unnamed: 6,Week,Y/A,Y/A.1,Y/R,Y/Tgt,Yds,Yds.1,Yds.2,Yds.3,Yds.4,player_id,season,source_file,injured
,,,,,,,,2022-11-27,,,,,,,,Inactive,,11.0,,,,TEN,,,,"W, 20-16",10.0,,,,,,,,,,,CIN,,@,12.0,,,,,,,,,,mixojo00,2022,mixojo00_2022_gamelog.csv,True
,,,,,,,,2022-12-04,,,,,,,,Inactive,,12.0,,,,KAN,,,,"W, 27-24",10.0,,,,,,,,,,,CIN,,,13.0,,,,,,,,,,mixojo00,2022,mixojo00_2022_gamelog.csv,True
,0.0,14.0,,,,0.0,100.0,2022-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,77.0,13.0,,58.2,39.0,CLE,0.0,,2.0,"W, 23-10",11.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,CIN,2.0,,14.0,6.9,,5.0,5.0,96.0,10.0,0.0,,,mixojo00,2022,mixojo00_2022_gamelog.csv,False
,0.0,11.0,,,,0.0,83.3,2022-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,78.0,14.0,,63.6,42.0,TAM,0.0,,5.0,"W, 34-23",12.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,CIN,6.0,@,15.0,1.9,,6.6,5.5,21.0,33.0,0.0,,,mixojo00,2022,mixojo00_2022_gamelog.csv,False
,0.0,16.0,,,,0.0,77.8,2022-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,79.0,15.0,,59.0,49.0,NWE,0.0,,7.0,"W, 22-18",13.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,CIN,9.0,@,16.0,4.1,,6.1,4.8,65.0,43.0,0.0,,,mixojo00,2022,mixojo00_2022_gamelog.csv,False
,0.0,11.0,,,,0.0,100.0,2023-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,80.0,16.0,,54.5,36.0,BAL,0.0,,5.0,"W, 27-16",14.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,0.0,CIN,5.0,,18.0,2.5,,8.2,8.2,27.0,41.0,0.0,,,mixojo00,2022,mixojo00_2022_gamelog.csv,False
,,4.0,,,,,50.0,2022-09-11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,,51.4,36.0,WAS,,,2.0,"L, 22-28",1.0,0.0,0.0,,,,,0.0,0.0,,,JAX,4.0,@,1.0,11.8,,9.0,4.5,47.0,18.0,0.0,,,etietr00,2022,etietr00_2022_gamelog.csv,False
,,9.0,,,,,100.0,2022-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,,36.6,26.0,IND,,,3.0,"W, 24-0",2.0,0.0,0.0,,,,,0.0,0.0,,,JAX,3.0,,2.0,2.2,,11.0,11.0,20.0,33.0,0.0,,,etietr00,2022,etietr00_2022_gamelog.csv,False
,,13.0,,,,,100.0,2022-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,3.0,,43.4,33.0,LAC,,,3.0,"W, 38-10",3.0,0.0,0.0,,,,,0.0,0.0,,,JAX,3.0,@,3.0,3.5,,10.0,10.0,45.0,30.0,0.0,,,etietr00,2022,etietr00_2022_gamelog.csv,False
,,8.0,,,,,0.0,2022-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,4.0,,51.1,24.0,PHI,,,0.0,"L, 21-29",4.0,0.0,0.0,,,,,0.0,0.0,,,JAX,1.0,@,4.0,4.0,,,0.0,32.0,0.0,0.0,,,etietr00,2022,etietr00_2022_gamelog.csv,False
,,10.0,,,,,60.0,2022-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,5.0,,53.3,40.0,HOU,,,3.0,"L, 6-13",5.0,0.0,0.0,,,,,0.0,0.0,,,JAX,5.0,,5.0,7.1,,14.3,8.6,71.0,43.0,0.0,,,etietr00,2022,etietr00_2022_gamelog.csv,False
,,10.0,,,,,100.0,2022-10-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,*,6.0,6.0,,46.0,29.0,IND,,,2.0,"L, 27-34",6.0,0.0,0.0,,,,,0.0,0.0,,,JAX,2.0,@,6.0,8.6,,11.0,11.0,86.0,22.0,0.0,,,etietr00,2022,etietr00_2022_gamelog.csv,False
,,14.0,,,,,20.0,2022-10-23,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,7.0,7.0,,80.3,57.0,NYG,,,1.0,"L, 17-23",7.0,0.0,0.0,,,,,1.0,0.0,,,JAX,5.0,,7.0,8.1,,5.0,1.0,114.0,5.0,0.0,,,etietr00,2022,etietr00_2022_gamelog.csv,False
,,24.0,,,,,100.0,2022-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,8.0,8.0,,79.2,57.0,DEN,,,3.0,"L, 17-21",8.0,0.0,0.0,,,,,1.0,0.0,,,JAX,3.0,,8.0,6.5,,2.0,2.0,156.0,6.0,0.0,,,etietr00,2022,etietr00_2022_gamelog.csv,False
,,28.0,,,,,100.0,2022-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,9.0,9.0,,81.2,56.0,LVR,,,2.0,"W, 27-20",9.0,0.0,0.0,,,,,2.0,0.0,,,JAX,2.0,,9.0,3.9,,8.5,8.5,109.0,17.0,0.0,,,etietr00,2022,etietr00_2022_gamelog.csv,False
,,11.0,,,,,100.0,2022-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,10.0,10.0,,78.1,50.0,KAN,,,3.0,"L, 17-27",10.0,0.0,0.0,,,,,0.0,0.0,,,JAX,3.0,@,10.0,4.1,,9.3,9.3,45.0,28.0,0.0,,,etietr00,2022,etietr00_2022_gamelog.csv,False
,,2.0,,,,,,2022-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,11.0,11.0,,7.9,5.0,BAL,,,0.0,"W, 28-27",11.0,0.0,0.0,,,,,0.0,0.0,,,JAX,0.0,,12.0,1.5,,,,3.0,0.0,0.0,,,etietr00,2022,etietr00_2022_gamelog.csv,False
,,13.0,,,,,100.0,2022-12-04,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,12.0,12.0,,87.5,49.0,DET,,,3.0,"L, 14-40",12.0,0.0,0.0,,,,,0.0,0.0,,,JAX,3.0,@,13.0,4.2,,4.0,4.0,54.0,12.0,0.0,,,etietr00,2022,etietr00_2022_gamelog.csv,False
,,17.0,,,,,,2022-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,13.0,13.0,,75.0,54.0,TEN,,,0.0,"W, 36-22",13.0,0.0,0.0,,,,,0.0,0.0,,,JAX,0.0,@,14.0,1.9,,,,32.0,0.0,0.0,,,etietr00,2022,etietr00_2022_gamelog.csv,False
,,19.0,,,,,66.7,2022-12-18,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,14.0,14.0,,72.9,51.0,DAL,,,2.0,"W, 40-34 (OT)",14.0,0.0,0.0,,,,,0.0,0.0,,,JAX,3.0,,15.0,5.4,,12.0,8.0,103.0,24.0,0.0,,,etietr00,2022,etietr00_2022_gamelog.csv,False
,,22.0,,,,,100.0,2022-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,15.0,15.0,,70.8,51.0,NYJ,,,3.0,"W, 19-3",15.0,0.0,0.0,,,,,0.0,0.0,,,JAX,3.0,@,16.0,3.8,,9.7,9.7,83.0,29.0,0.0,,,etietr00,2022,etietr00_2022_gamelog.csv,False
,,9.0,,,,,100.0,2023-01-01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,*,16.0,16.0,,38.1,24.0,HOU,,,3.0,"W, 31-3",16.0,0.0,0.0,,,,,1.0,0.0,,,JAX,3.0,@,17.0,12.0,,10.7,10.7,108.0,32.0,0.0,,,etietr00,2022,etietr00_2022_gamelog.csv,False
,,7.0,,,,,100.0,2023-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,17.0,17.0,,55.1,27.0,TEN,,,2.0,"W, 20-16",17.0,0.0,0.0,,,,,0.0,0.0,,,JAX,2.0,,18.0,2.4,,8.5,8.5,17.0,17.0,0.0,,,etietr00,2022,etietr00_2022_gamelog.csv,False
,0.0,10.0,0.0,0.0,,0.0,100.0,2022-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,18.0,1.0,0.0,58.7,37.0,CIN,0.0,,2.0,"W, 23-20 (OT)",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,PIT,2.0,@,1.0,2.3,,1.5,1.5,23.0,3.0,0.0,0.0,0.0,harrna00,2022,harrna00_2022_gamelog.csv,False
,0.0,15.0,0.0,0.0,,0.0,83.3,2022-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,19.0,2.0,0.0,71.2,42.0,NWE,0.0,,5.0,"L, 14-17",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,6.0,,2.0,3.3,,8.0,6.7,49.0,40.0,0.0,0.0,0.0,harrna00,2022,harrna00_2022_gamelog.csv,False
,0.0,15.0,0.0,0.0,,0.0,100.0,2022-09-22,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,20.0,3.0,0.0,79.7,47.0,CLE,0.0,,3.0,"L, 17-29",3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,PIT,3.0,@,3.0,3.7,,1.7,1.7,56.0,5.0,0.0,0.0,0.0,harrna00,2022,harrna00_2022_gamelog.csv,False
,0.0,18.0,0.0,0.0,,1.0,,2022-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,21.0,4.0,0.0,75.0,48.0,NYJ,0.0,,0.0,"L, 20-24",4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,PIT,0.0,,4.0,4.1,,,,74.0,0.0,0.0,0.0,0.0,harrna00,2022,harrna00_2022_gamelog.csv,False
,0.0,11.0,0.0,0.0,,0.0,75.0,2022-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,22.0,5.0,0.0,49.3,37.0,BUF,0.0,,3.0,"L, 3-38",5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,4.0,@,5.0,1.8,,5.3,4.0,20.0,16.0,0.0,0.0,0.0,harrna00,2022,harrna00_2022_gamelog.csv,False
,0.0,14.0,0.0,0.0,,0.0,66.7,2022-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,23.0,6.0,0.0,68.8,44.0,TAM,0.0,,2.0,"W, 20-18",6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,PIT,3.0,,6.0,3.0,,3.5,2.3,42.0,7.0,0.0,0.0,0.0,harrna00,2022,harrna00_2022_gamelog.csv,False
,0.0,17.0,0.0,0.0,,0.0,75.0,2022-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,24.0,7.0,0.0,77.3,58.0,MIA,0.0,,3.0,"L, 10-16",7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,4.0,@,7.0,3.8,,5.0,3.8,65.0,15.0,0.0,0.0,0.0,harrna00,2022,harrna00_2022_gamelog.csv,False
4.0,0.0,8.0,1.0,1.0,100.0,0.0,100.0,2022-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,25.0,8.0,0.0,71.1,54.0,PHI,0.0,83.3,6.0,"L, 13-35",8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,6.0,@,8.0,4.0,4.0,4.3,4.3,32.0,26.0,4.0,0.0,0.0,harrna00,2022,harrna00_2022_gamelog.csv,False
,0.0,20.0,0.0,0.0,,0.0,0.0,2022-11-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,*,26.0,9.0,0.0,59.5,50.0,NOR,0.0,,0.0,"W, 20-10",9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,1.0,,10.0,5.0,,,0.0,99.0,0.0,0.0,0.0,0.0,harrna00,2022,harrna00_2022_gamelog.csv,False
,0.0,20.0,0.0,0.0,,0.0,66.7,2022-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,27.0,10.0,0.0,91.8,67.0,CIN,0.0,,4.0,"L, 30-37",10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,PIT,6.0,,11.0,4.5,,6.5,4.3,90.0,26.0,0.0,0.0,0.0,harrna00,2022,harrna00_2022_gamelog.csv,False
,0.0,10.0,0.0,0.0,,0.0,100.0,2022-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,28.0,11.0,0.0,29.0,20.0,IND,0.0,,1.0,"W, 24-17",11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,PIT,1.0,@,12.0,3.5,,4.0,4.0,35.0,4.0,0.0,0.0,0.0,harrna00,2022,harrna00_2022_gamelog.csv,False
,0.0,17.0,0.0,0.0,,0.0,100.0,2022-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,29.0,12.0,0.0,66.2,43.0,ATL,0.0,,1.0,"W, 19-16",12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,1.0,@,13.0,5.1,,6.0,6.0,86.0,6.0,0.0,0.0,0.0,harrna00,2022,harrna00_2022_gamelog.csv,False
,0.0,12.0,0.0,0.0,,0.0,66.7,2022-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,30.0,13.0,0.0,56.4,31.0,BAL,0.0,,2.0,"L, 14-16",13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,PIT,3.0,,14.0,2.8,,8.5,5.7,33.0,17.0,0.0,0.0,0.0,harrna00,2022,harrna00_2022_gamelog.csv,False
,0.0,24.0,0.0,0.0,,0.0,,2022-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,31.0,14.0,0.0,66.2,45.0,CAR,0.0,,0.0,"W, 24-16",14.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,PIT,0.0,@,15.0,3.6,,,,86.0,0.0,0.0,0.0,0.0,harrna00,2022,harrna00_2022_gamelog.csv,False
,0.0,16.0,0.0,0.0,,1.0,66.7,2022-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,32.0,15.0,0.0,72.1,49.0,LVR,0.0,,6.0,"W, 13-10",15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,PIT,9.0,,16.0,3.3,,7.0,4.7,53.0,42.0,0.0,0.0,0.0,harrna00,2022,harrna00_2022_gamelog.csv,False
,0.0,22.0,0.0,0.0,,0.0,66.7,2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,33.0,16.0,0.0,64.3,45.0,BAL,0.0,,2.0,"W, 16-13",16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,PIT,3.0,@,17.0,5.0,,6.0,4.0,111.0,12.0,0.0,0.0,0.0,harrna00,2022,harrna00_2022_gamelog.csv,False
,0.0,23.0,0.0,0.0,,0.0,100.0,2023-01-08,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,34.0,17.0,0.0,63.0,46.0,CLE,0.0,,1.0,"W, 28-14",17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,PIT,1.0,,18.0,3.5,,10.0,10.0,80.0,10.0,0.0,0.0,0.0,harrna00,2022,harrna00_2022_gamelog.csv,False
,,21.0,0.0,0.0,,,0.0,2022-09-11,0.0,0.0,0.0,0.0,1.0,0.0,1.0,*,87.0,1.0,0.0,67.7,44.0,NYG,,,0.0,"L, 20-21",1.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,TEN,1.0,,1.0,3.9,,,0.0,82.0,0.0,0.0,0.0,0.0,henrde00,2022,henrde00_2022_gamelog.csv,False
,,13.0,0.0,0.0,,,,2022-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,88.0,2.0,0.0,46.4,26.0,BUF,,,0.0,"L, 7-41",2.0,0.0,0.0,,0.0,,,1.0,0.0,0.0,,TEN,0.0,@,2.0,1.9,,,,25.0,0.0,0.0,0.0,0.0,henrde00,2022,henrde00_2022_gamelog.csv,False
,,20.0,0.0,0.0,,,83.3,2022-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,89.0,3.0,0.0,74.1,43.0,LVR,,,5.0,"W, 24-22",3.0,0.0,0.0,,0.0,,,1.0,0.0,0.0,,TEN,6.0,,3.0,4.3,,11.6,9.7,85.0,58.0,0.0,0.0,0.0,henrde00,2022,henrde00_2022_gamelog.csv,False
,,22.0,0.0,0.0,,,60.0,2022-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,90.0,4.0,0.0,68.5,37.0,IND,,,3.0,"W, 24-17",4.0,0.0,0.0,,0.0,,,1.0,0.0,0.0,,TEN,5.0,@,4.0,5.2,,11.0,6.6,114.0,33.0,0.0,0.0,0.0,henrde00,2022,henrde00_2022_gamelog.csv,False
,,28.0,0.0,0.0,,,100.0,2022-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,91.0,5.0,0.0,64.1,41.0,WAS,,,2.0,"W, 21-17",5.0,0.0,0.0,,0.0,,,2.0,0.0,0.0,,TEN,2.0,@,5.0,3.6,,15.0,15.0,102.0,30.0,0.0,0.0,0.0,henrde00,2022,henrde00_2022_gamelog.csv,False
,,30.0,0.0,0.0,,,100.0,2022-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,92.0,6.0,0.0,74.6,44.0,IND,,,3.0,"W, 19-10",6.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,TEN,3.0,,7.0,4.3,,3.3,3.3,128.0,10.0,0.0,0.0,0.0,henrde00,2022,henrde00_2022_gamelog.csv,False
,,32.0,0.0,0.0,,,100.0,2022-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,93.0,7.0,0.0,74.1,43.0,HOU,,,1.0,"W, 17-10",7.0,0.0,0.0,,0.0,,,2.0,0.0,0.0,,TEN,1.0,@,8.0,6.8,,9.0,9.0,219.0,9.0,0.0,0.0,0.0,henrde00,2022,henrde00_2022_gamelog.csv,False
,,17.0,0.0,0.0,,,,2022-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,94.0,8.0,0.0,58.8,30.0,KAN,,,0.0,"L, 17-20 (OT)",8.0,0.0,0.0,,0.0,,,2.0,0.0,0.0,,TEN,0.0,@,9.0,6.8,,,,115.0,0.0,0.0,0.0,0.0,henrde00,2022,henrde00_2022_gamelog.csv,False
,,19.0,0.0,0.0,,,66.7,2022-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,95.0,9.0,0.0,58.1,36.0,DEN,,,2.0,"W, 17-10",9.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,TEN,3.0,,10.0,2.8,,7.0,4.7,53.0,14.0,0.0,0.0,0.0,henrde00,2022,henrde00_2022_gamelog.csv,False
12.0,,28.0,2.0,2.0,100.0,,100.0,2022-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,96.0,10.0,0.0,71.2,47.0,GNB,,118.7,2.0,"W, 27-17",10.0,0.0,0.0,,0.0,,,1.0,0.0,1.0,,TEN,2.0,@,11.0,3.1,2.0,22.5,22.5,87.0,45.0,4.0,0.0,0.0,henrde00,2022,henrde00_2022_gamelog.csv,False
,,17.0,0.0,0.0,,,100.0,2022-11-27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,*,97.0,11.0,0.0,56.1,32.0,CIN,,,3.0,"L, 16-20",11.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,TEN,3.0,,12.0,2.2,,26.3,26.3,38.0,79.0,0.0,0.0,0.0,henrde00,2022,henrde00_2022_gamelog.csv,False
,,11.0,0.0,0.0,,,66.7,2022-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,98.0,12.0,0.0,54.5,30.0,PHI,,,2.0,"L, 10-35",12.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,TEN,3.0,@,13.0,2.7,,4.0,2.7,30.0,8.0,0.0,0.0,0.0,henrde00,2022,henrde00_2022_gamelog.csv,False
,,17.0,0.0,0.0,,,60.0,2022-12-11,0.0,0.0,0.0,2.0,0.0,0.0,2.0,*,99.0,13.0,0.0,74.6,50.0,JAX,,,3.0,"L, 22-36",13.0,0.0,0.0,,0.0,,,1.0,0.0,0.0,,TEN,5.0,,14.0,7.1,,11.3,6.8,121.0,34.0,0.0,0.0,-6.0,henrde00,2022,henrde00_2022_gamelog.csv,False
,,21.0,0.0,0.0,,,100.0,2022-12-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,*,100.0,14.0,0.0,71.0,44.0,LAC,,,4.0,"L, 14-17",14.0,0.0,0.0,,0.0,,,1.0,0.0,0.0,,TEN,4.0,@,15.0,5.0,,14.8,14.8,104.0,59.0,0.0,0.0,0.0,henrde00,2022,henrde00_2022_gamelog.csv,False
,,23.0,0.0,0.0,,,100.0,2022-12-24,0.0,0.0,0.0,1.0,0.0,0.0,1.0,*,101.0,15.0,0.0,73.8,45.0,HOU,,,2.0,"L, 14-19",15.0,0.0,0.0,,0.0,,,1.0,0.0,0.0,,TEN,2.0,,16.0,5.5,,0.0,0.0,126.0,0.0,0.0,0.0,0.0,henrde00,2022,henrde00_2022_gamelog.csv,False
,,,,,,,,2022-12-29,,,,,,,,Inactive,,16.0,,,,DAL,,,,"L, 13-27",15.0,,,,,,,,,,,TEN,,,17.0,,,,,,,,,,henrde00,2022,henrde00_2022_gamelog.csv,True
,,30.0,0.0,0.0,,,100.0,2023-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,102.0,17.0,0.0,74.7,56.0,JAX,,,1.0,"L, 16-20",16.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,TEN,1.0,@,18.0,3.6,,19.0,19.0,109.0,19.0,0.0,0.0,0.0,henrde00,2022,henrde00_2022_gamelog.csv,False
